Student_ID,Registration_No,Gender,Age,Course,Semester,Section,Total_Classes,Classes_Attended,Attendance_Percentage,Previous_Semester_GPA,Current_CGPA,Assignment_1,Assignment_2,Avg_Assignment_Score,Avg_Tutorial_Score,Avg_Pop_Quiz,Avg_Lab_Score,Mid_Term_Assessment,Final_Term_Assessment,Capstone_Project_Marks,Study_Habits,Disciplinary_Record,Internship_Status,Teacher_Remarks,Extracurricular_Feedback,Final_Obtained_Score,Student_Grade_Band
S-12900,REG-2026-3900,M,24,BS Data Science,2,S1,50,34,68.0,2.72,2.7,60,76,68.0,65,69,60,68.0,77,65,Last-minute crammer,Warning,Not Started,Average performance. Needs to focus more on lab work.,Average sports player,68.7,Good
S-12901,REG-2026-3901,M,22,BS Computer Science,7,S3,50,33,66.0,3.48,3.62,64,61,62.5,60,67,61,60.0,77,63,Needs some guidance,Warning,Not Started,Understands the basics but struggles with complex logic.,Participates occasionally,65.95,Good
S-12902,REG-2026-3902,M,20,BS Computer Science,7,S3,50,41,83.0,3.2,3.19,77,63,70.0,75,75,57,66.0,66,64,Last-minute crammer,Good,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,67.05,Good
S-12903,REG-2026-3903,M,25,BS Info Tech,7,S2,50,35,70.0,3.25,3.39,65,63,64.0,56,62,68,63.0,62,74,Last-minute crammer,Good,Not Started,Good effort but needs more consistency in assignments.,Learning basics of music,64.6,Average
S-12904,REG-2026-3904,F,18,BS Computer Science,1,S2,50,25,51.0,2.08,2.37,53,26,39.5,30,28,38,24.0,47,20,Needs constant monitoring,Probation,Not Started,No feedback provided,No interest,35.05,Poor
S-12905,REG-2026-3905,F,21,BS Info Tech,3,S2,50,36,72.0,2.67,2.46,63,57,60.0,57,67,63,55.0,58,77,Needs some guidance,Good,Ongoing,Average performance. Needs to focus more on lab work.,Learning basics of music,61.8,Average
S-12906,REG-2026-3906,M,20,BS Software Eng,6,S1,50,34,69.0,2.75,2.92,67,76,71.5,57,65,57,78.0,78,68,Needs some guidance,Warning,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,70.4,Good
S-12907,REG-2026-3907,F,18,BS Software Eng,2,S2,50,41,82.0,2.65,2.8,56,60,58.0,77,55,61,63.0,77,64,Occasional studier,Good,Not Started,Average performance. Needs to focus more on lab work.,Learning basics of music,66.65,Good
S-12908,REG-2026-3908,M,24,BS Computer Science,7,S3,50,43,87.0,3.83,3.75,93,90,91.5,89,94,95,83.0,86,84,Highly focused,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Active club president,88.1,Excellent
S-12909,REG-2026-3909,M,24,BS Data Science,5,S3,50,34,68.0,2.88,2.82,55,63,59.0,77,76,77,74.0,62,60,Needs some guidance,Good,Not Started,"Participates occasionally, can definitely do better.",Average sports player,68.6,Good
S-12910,REG-2026-3910,M,18,BS Software Eng,2,S3,50,48,97.0,3.97,3.82,91,92,91.5,86,91,88,91.0,90,94,Regular studier,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Active club president,90.7,Excellent
S-12911,REG-2026-3911,F,20,BS AI,2,S1,50,46,93.0,3.56,3.62,89,89,89.0,96,84,88,80.0,89,87,Regular studier,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Shows leadership in sports,86.9,Excellent
S-12912,REG-2026-3912,M,22,BS Info Tech,3,S3,50,17,35.0,1.05,1.04,40,39,39.5,38,38,23,22.0,46,33,Rarely studies,Warning,Not Started,Lacks fundamental understanding of the subject matter.,No interest,34.05,Poor
S-12913,REG-2026-3913,F,22,BS AI,1,S2,50,31,63.0,1.24,1.29,24,39,31.5,49,32,35,40.0,37,46,Last-minute crammer,Probation,Not Started,Irregular attendance and extremely poor focus in class.,Struggles to participate,39.05,Poor
S-12914,REG-2026-3914,M,19,BS AI,5,S1,50,36,73.0,3.48,3.71,57,70,63.5,77,56,56,58.0,76,59,Last-minute crammer,Good,Ongoing,"Participates occasionally, can definitely do better.",Participates occasionally,64.35,Average
S-12915,REG-2026-3915,M,23,BS AI,3,S2,50,46,93.0,3.82,2.91,83,96,89.5,99,87,81,83.0,95,97,Very consistent,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Active club president,89.45,Excellent
S-12916,REG-2026-3916,M,21,BS AI,4,S2,50,43,86.0,3.89,3.84,90,85,87.5,99,80,86,93.0,91,98,Very consistent,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Shows leadership in sports,90.05,Excellent
S-12917,REG-2026-3917,F,22,BS Software Eng,3,S3,50,28,58.0,2.19,1.98,50,44,47.0,37,26,38,21.0,24,40,Needs constant monitoring,Probation,Not Started,"Needs urgent improvement, counseling recommended.",Struggles to participate,31.95,Poor
S-12918,REG-2026-3918,M,19,BS AI,7,S2,50,49,99.0,3.79,3.53,92,95,93.5,99,88,82,93.0,96,86,Regular studier,Excellent,Completed,Outstanding performance throughout the semester.,Active club president,91.55,Excellent
S-12919,REG-2026-3919,M,19,BS Data Science,6,S1,50,34,68.0,3.22,3.13,76,71,73.5,61,70,78,60.0,55,77,Last-minute crammer,Good,Ongoing,Average performance. Needs to focus more on lab work.,Learning basics of music,65.95,Good
S-12920,REG-2026-3920,M,18,BS AI,8,S3,50,45,72.69,3.81,3.76,88,95,91.5,87,92,99,94.0,88,96,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Active club president,92.45,Excellent
S-12921,REG-2026-3921,M,20,BS AI,5,S3,50,41,83.0,3.21,3.2,61,73,67.0,66,66,62,76.0,76,71,Last-minute crammer,Warning,Ongoing,Understands the basics but struggles with complex logic.,Participates occasionally,71.35,Good
S-12922,REG-2026-3922,M,23,BS Info Tech,5,S3,50,24,48.0,1.27,1.19,24,41,32.5,27,38,35,21.0,53,33,Rarely studies,Needs Improvement,Not Started,Lacks fundamental understanding of the subject matter.,Struggles to participate,36.8,Poor
S-12923,REG-2026-3923,M,18,BS Info Tech,6,S1,50,16,72.69,2.13,1.84,40,27,33.5,29,25,45,53.0,51,24,Last-minute crammer,Probation,Not Started,Lacks fundamental understanding of the subject matter.,Shy and inactive,41.45,Poor
S-12924,REG-2026-3924,M,24,BS Computer Science,5,S1,50,25,51.0,1.17,1.31,20,36,28.0,41,20,44,32.0,27,40,Rarely studies,Needs Improvement,Not Started,"Needs urgent improvement, counseling recommended.",No interest,33.15,Poor
S-12925,REG-2026-3925,F,23,BS Software Eng,5,S2,50,35,70.0,2.6,2.49,68,67,67.5,59,70,61,78.0,78,72,Needs some guidance,Good,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,71.65,Good
S-12926,REG-2026-3926,F,23,BS Info Tech,4,S2,50,35,71.0,3.04,3.08,57,67,62.0,72,56,61,65.0,59,74,Occasional studier,Good,Not Started,Average performance. Needs to focus more on lab work.,Learning basics of music,63.25,Average
S-12927,REG-2026-3927,M,21,BS Computer Science,8,S1,50,40,81.0,3.24,3.48,65,76,70.5,67,64,74,66.03,67,56,Needs some guidance,Good,Ongoing,Average performance. Needs to focus more on lab work.,Learning basics of music,68.3,Good
S-12928,REG-2026-3928,F,22,BS AI,6,S1,50,29,59.0,2.03,1.88,36,30,33.0,29,39,20,46.0,35,40,Needs constant monitoring,Probation,Not Started,"Needs urgent improvement, counseling recommended.",Shy and inactive,36.55,Poor
S-12929,REG-2026-3929,F,18,BS Info Tech,4,S3,50,37,74.0,2.61,2.77,59,71,65.0,68,62,72,66.03,58,60,Last-minute crammer,Good,Ongoing,Average performance. Needs to focus more on lab work.,Average sports player,63.3,Average
S-12930,REG-2026-3930,F,19,BS Software Eng,4,S3,50,20,40.0,1.8,1.75,24,34,29.0,36,41,27,37.0,31,52,Needs constant monitoring,Probation,Not Started,Lacks fundamental understanding of the subject matter.,Struggles to participate,35.2,Poor
S-12931,REG-2026-3931,M,19,BS Software Eng,6,S2,50,47,94.0,3.51,3.63,82,96,89.0,90,86,84,88.0,94,98,Very consistent,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Active club president,90.2,Excellent
S-12932,REG-2026-3932,M,20,BS Software Eng,6,S1,50,45,91.0,3.88,3.87,90,84,87.0,95,83,91,80.0,81,88,Very consistent,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Outstanding performer in arts,85.0,Excellent
S-12933,REG-2026-3933,M,19,BS Computer Science,1,S3,50,19,39.0,1.85,2.05,45,35,40.0,38,43,42,25.0,24,21,Rarely studies,Probation,Not Started,Irregular attendance and extremely poor focus in class.,No interest,31.55,Poor
S-12934,REG-2026-3934,F,23,BS Computer Science,6,S2,50,45,90.0,3.83,3.58,97,92,94.5,97,87,90,91.0,92,94,Regular studier,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,91.6,Excellent
S-12935,REG-2026-3935,M,22,BS Data Science,2,S3,50,47,95.0,3.92,3.71,85,94,89.5,97,95,92,96.0,91,98,Very consistent,Excellent,Completed,Shows excellent leadership and analytical skills.,Outstanding performer in arts,93.6,Excellent
S-12936,REG-2026-3936,F,18,BS Software Eng,4,S3,50,31,62.0,1.31,1.32,31,49,40.0,39,43,37,30.0,35,30,Rarely studies,Needs Improvement,Not Started,Frequently misses deadlines and lacks motivation.,No interest,36.65,Poor
S-12937,REG-2026-3937,M,25,BS Data Science,7,S3,50,34,68.0,3.07,2.93,72,57,64.5,76,59,67,61.0,57,64,Needs some guidance,Good,Not Started,"Participates occasionally, can definitely do better.",Learning basics of music,62.45,Average
S-12938,REG-2026-3938,M,24,BS Info Tech,5,S1,50,34,69.0,3.29,3.21,57,78,67.5,71,60,77,58.0,76,78,Occasional studier,Good,Ongoing,Average performance. Needs to focus more on lab work.,Learning basics of music,69.7,Good
S-12939,REG-2026-3939,F,19,BS Data Science,6,S2,50,28,57.0,2.47,2.59,53,42,47.5,20,23,37,20.0,38,47,Last-minute crammer,Warning,Not Started,"Needs urgent improvement, counseling recommended.",Struggles to participate,34.65,Poor
S-12940,REG-2026-3940,M,21,BS Computer Science,2,S3,50,32,65.0,2.82,2.89,75,76,75.5,72,64,63,72.0,71,57,Last-minute crammer,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Average sports player,68.1,Good
S-12941,REG-2026-3941,M,18,BS Computer Science,2,S3,50,33,67.0,3.06,2.93,76,59,67.5,70,78,74,62.0,75,72,Needs some guidance,Good,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,70.85,Good
S-12942,REG-2026-3942,F,24,BS Software Eng,5,S3,50,20,40.0,1.46,1.67,45,30,37.5,32,46,40,42.0,42,30,Last-minute crammer,Needs Improvement,Not Started,Lacks fundamental understanding of the subject matter.,No interest,39.85,Poor
S-12943,REG-2026-3943,M,21,BS Computer Science,2,S3,50,39,78.0,2.57,2.28,56,70,63.0,65,77,58,63.0,58,72,Needs some guidance,Warning,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,64.15,Average
S-12944,REG-2026-3944,F,21,BS AI,4,S1,50,49,99.0,3.98,3.93,96,81,88.5,84,86,86,87.0,96,96,Regular studier,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Outstanding performer in arts,90.5,Excellent
S-12945,REG-2026-3945,F,22,BS AI,1,S1,50,16,32.0,1.54,1.35,24,44,34.0,36,34,45,41.0,39,24,Needs constant monitoring,Probation,Not Started,Frequently misses deadlines and lacks motivation.,Struggles to participate,37.3,Poor
S-12946,REG-2026-3946,M,23,BS Software Eng,1,S1,50,46,93.0,3.93,3.67,92,86,89.0,92,94,82,93.0,87,94,Very consistent,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Active club president,89.6,Excellent
S-12947,REG-2026-3947,M,23,BS Data Science,3,S2,50,44,89.0,3.82,3.68,91,98,94.5,82,99,92,91.0,84,80,Very consistent,Excellent,Completed,Outstanding performance throughout the semester.,Outstanding performer in arts,88.9,Excellent
S-12948,REG-2026-3948,F,23,BS AI,4,S2,50,38,76.0,2.51,2.58,76,62,69.0,70,63,67,78.0,68,68,Needs some guidance,Warning,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,69.95,Good
S-12949,REG-2026-3949,M,18,BS Software Eng,2,S2,50,41,83.0,3.17,3.33,69,61,65.0,60,67,75,76.0,73,70,Occasional studier,Good,Not Started,Average performance. Needs to focus more on lab work.,Learning basics of music,72.05,Good
S-12950,REG-2026-3950,F,25,BS Computer Science,1,S1,50,43,87.0,3.81,3.99,92,87,89.5,93,88,82,84.0,84,83,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Outstanding performer in arts,85.15,Excellent
S-12951,REG-2026-3951,F,21,BS Software Eng,7,S1,50,41,83.0,3.46,3.19,63,63,63.0,68,58,66,57.0,62,67,Occasional studier,Warning,Not Started,Good effort but needs more consistency in assignments.,Average sports player,63.15,Average
S-12952,REG-2026-3952,F,20,BS Info Tech,5,S3,50,44,89.0,3.58,3.56,92,95,93.5,95,84,97,88.0,87,86,Regular studier,Excellent,Completed,Outstanding performance throughout the semester.,Outstanding performer in arts,89.45,Excellent
S-12953,REG-2026-3953,F,23,BS Computer Science,5,S2,50,48,97.0,3.55,3.33,82,80,81.0,97,98,95,88.0,86,85,Highly focused,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,89.45,Excellent
S-12954,REG-2026-3954,F,19,BS Info Tech,6,S3,50,36,72.0,2.82,2.86,60,73,66.5,74,61,73,55.0,65,61,Last-minute crammer,Warning,Not Started,"Participates occasionally, can definitely do better.",Average sports player,64.35,Average
S-12955,REG-2026-3955,M,24,BS Data Science,7,S2,50,46,92.0,3.67,3.69,84,94,89.0,99,93,87,92.0,80,80,Very consistent,Excellent,Completed,Shows excellent leadership and analytical skills.,Outstanding performer in arts,87.2,Excellent
S-12956,REG-2026-3956,M,23,BS Computer Science,7,S2,50,44,88.0,3.75,3.69,93,92,92.5,95,81,85,96.0,90,83,Regular studier,Excellent,Completed,Shows excellent leadership and analytical skills.,Active club president,89.25,Excellent
S-12957,REG-2026-3957,M,22,BS Software Eng,1,S3,50,48,97.0,3.66,3.83,83,94,88.5,82,92,85,94.0,83,87,Highly focused,Excellent,Completed,Outstanding performance throughout the semester.,Shows leadership in sports,88.0,Excellent
S-12958,REG-2026-3958,M,22,BS Data Science,5,S2,50,35,71.0,3.43,3.56,78,78,78.0,64,76,60,61.0,55,70,Needs some guidance,Good,Not Started,Understands the basics but struggles with complex logic.,Participates occasionally,64.1,Average
S-12959,REG-2026-3959,F,20,BS Computer Science,7,S2,50,36,72.0,3.16,3.41,77,73,75.0,65,66,68,70.0,65,57,Last-minute crammer,Good,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,67.1,Good
S-12960,REG-2026-3960,M,21,BS Info Tech,3,S3,50,44,88.0,3.91,3.85,90,88,89.0,99,89,84,89.0,80,90,Highly focused,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Outstanding performer in arts,86.55,Excellent
S-12961,REG-2026-3961,F,21,BS Software Eng,5,S1,50,41,83.0,3.35,2.91,76,68,72.0,66,65,56,61.0,59,63,Occasional studier,Warning,Not Started,Good effort but needs more consistency in assignments.,Participates occasionally,62.8,Average
S-12962,REG-2026-3962,M,24,BS Info Tech,3,S2,50,45,90.0,3.6,3.46,95,80,87.5,89,97,88,93.0,96,93,Very consistent,Excellent,Completed,"Highly proactive, consistent, and quick learner.",Shows leadership in sports,92.5,Excellent
S-12963,REG-2026-3963,F,19,BS Software Eng,4,S1,50,40,80.0,2.65,2.59,59,78,68.5,78,78,60,71.0,64,68,Needs some guidance,Warning,Not Started,Average performance. Needs to focus more on lab work.,Average sports player,68.55,Good
S-12964,REG-2026-3964,M,24,BS Computer Science,1,S3,50,16,33.0,1.38,1.63,35,31,33.0,32,33,41,20.0,31,24,Rarely studies,Needs Improvement,Not Started,Lacks fundamental understanding of the subject matter.,Struggles to participate,30.15,Poor
S-12965,REG-2026-3965,M,21,BS Software Eng,7,S3,50,35,70.0,2.52,2.48,73,71,72.0,55,57,74,68.0,58,71,Occasional studier,Warning,Ongoing,Good effort but needs more consistency in assignments.,Learning basics of music,65.45,Good
S-12966,REG-2026-3966,M,24,BS Info Tech,3,S2,50,24,48.0,2.34,2.27,43,37,40.0,37,52,21,27.0,42,24,Last-minute crammer,Needs Improvement,Not Started,Irregular attendance and extremely poor focus in class.,Shy and inactive,34.9,Poor
S-12967,REG-2026-3967,M,23,BS Computer Science,1,S2,50,46,92.0,3.81,3.95,80,90,85.0,80,89,83,88.0,94,94,Highly focused,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Outstanding performer in arts,88.95,Excellent
S-12968,REG-2026-3968,F,18,BS AI,8,S2,50,35,71.0,3.42,3.68,67,62,64.5,70,70,74,62.0,71,58,Occasional studier,Good,Not Started,"Participates occasionally, can definitely do better.",Average sports player,67.55,Good
S-12969,REG-2026-3969,M,24,BS Software Eng,6,S3,50,44,89.0,3.86,3.84,95,94,94.5,93,94,96,85.0,97,90,Very consistent,Excellent,Completed,Shows excellent leadership and analytical skills.,Outstanding performer in arts,92.6,Excellent
S-12970,REG-2026-3970,M,22,BS Info Tech,8,S1,50,36,73.0,3.41,3.2,64,72,68.0,69,76,76,68.0,56,75,Needs some guidance,Warning,Ongoing,"Participates occasionally, can definitely do better.",Learning basics of music,68.0,Good
S-12971,REG-2026-3971,F,24,BS Data Science,3,S1,50,26,72.69,1.56,1.62,42,31,36.5,34,29,30,38.0,30,20,Needs constant monitoring,Probation,Not Started,Frequently misses deadlines and lacks motivation.,Shy and inactive,32.45,Poor
S-12972,REG-2026-3972,M,22,BS Software Eng,2,S3,50,46,92.0,3.87,3.9,89,90,89.5,96,88,84,93.0,84,83,Regular studier,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Outstanding performer in arts,87.65,Excellent
S-12973,REG-2026-3973,M,21,BS Computer Science,8,S1,50,43,87.0,3.83,3.88,97,81,89.0,84,87,93,96.0,97,99,Regular studier,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Outstanding performer in arts,93.45,Excellent
S-12974,REG-2026-3974,M,22,BS Computer Science,6,S2,50,16,33.0,2.0,2.04,33,25,29.0,30,24,29,46.0,43,35,Rarely studies,Warning,Not Started,"Needs urgent improvement, counseling recommended.",Shy and inactive,36.25,Poor
S-12975,REG-2026-3975,F,25,BS Info Tech,5,S2,50,41,83.0,2.63,2.56,64,66,65.0,77,75,59,76.0,57,67,Last-minute crammer,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Learning basics of music,67.0,Good
S-12976,REG-2026-3976,F,23,BS Software Eng,5,S2,50,32,65.0,2.58,2.65,73,64,68.5,63,63,64,70.0,58,56,Last-minute crammer,Warning,Ongoing,Average performance. Needs to focus more on lab work.,Participates occasionally,63.25,Average
S-12977,REG-2026-3977,M,24,BS Data Science,2,S3,50,38,76.0,3.37,3.5,73,62,67.5,65,57,56,59.0,78,76,Occasional studier,Warning,Not Started,Understands the basics but struggles with complex logic.,Average sports player,66.8,Good
S-12978,REG-2026-3978,M,22,BS AI,7,S1,50,33,66.0,2.92,2.78,63,73,68.0,59,75,66,64.0,61,61,Last-minute crammer,Good,Not Started,Good effort but needs more consistency in assignments.,Average sports player,64.6,Average
S-12979,REG-2026-3979,F,25,BS Data Science,7,S3,50,41,82.0,2.5,2.54,57,73,65.0,64,65,61,66.03,76,73,Last-minute crammer,Good,Ongoing,Understands the basics but struggles with complex logic.,Average sports player,67.55,Good
S-12980,REG-2026-3980,M,25,BS Info Tech,8,S2,50,39,79.0,2.93,2.89,60,60,60.0,59,62,70,57.0,67,75,Last-minute crammer,Warning,Ongoing,Good effort but needs more consistency in assignments.,Participates occasionally,65.25,Good
S-12981,REG-2026-3981,F,21,BS AI,3,S1,50,40,81.0,3.27,3.17,59,65,62.0,59,69,68,65.0,64,69,Needs some guidance,Good,Not Started,Understands the basics but struggles with complex logic.,Learning basics of music,66.2,Good
S-12982,REG-2026-3982,F,18,BS AI,4,S1,50,49,99.0,3.58,3.47,82,94,88.0,93,96,85,84.0,90,95,Regular studier,Excellent,Completed,Brilliant understanding of core concepts. A joy to teach.,Outstanding performer in arts,89.55,Excellent
